Name,Height(in),Weight(lbs),40 yard,Bench press,Vert leap,Broad jump,Shuttle,HOF,Draft Pos,Games,Draft Year
"kelly,be",68.9,183,4.56,17.0,36.0,116.0,3.95,0.0,84.0,13,2000
"smiley,dw",73.0,198,4.61,13.0,35.0,115.0,4.29,0.0,,0,2000
"harrison,ll",70.0,190,4.57,16.0,37.5,119.0,4.25,0.0,64.0,16,2000
"olson,er",73.0,208,4.63,17.0,35.0,115.0,4.21,0.0,236.0,14,2000
"malbrough,an",68.9,184,4.49,20.0,35.5,117.0,4.0,0.0,130.0,9,2000
"tillman,tr",73.3,194,4.6,15.0,37.5,123.0,4.29,0.0,58.0,74,2000
"poteat,ha",69.9,197,4.62,16.0,37.0,126.0,4.0,0.0,77.0,113,2000
"myers,bo",73.3,183,4.59,,37.5,123.0,4.1,0.0,124.0,17,2000
"harris,je",72.4,190,4.55,,34.5,114.0,4.25,0.0,232.0,0,2000
"barnes,ra",71.6,208,4.63,10.0,35.0,114.0,4.32,0.0,225.0,14,2000
"jennings,br",72.4,198,4.54,16.0,38.0,123.0,4.14,0.0,230.0,208,2000
"barrett,da",69.9,199,4.48,16.0,37.5,116.0,4.04,0.0,102.0,131,2000
"brown,ra",69.9,204,4.6,14.0,36.0,116.0,4.01,0.0,140.0,129,2000
"austin,re",69.4,175,4.46,17.0,35.0,119.0,4.14,0.0,125.0,18,2000
"key,se",70.6,188,4.67,,,,4.2,0.0,,0,2000
"bean,ro",71.0,178,4.5,,34.5,122.0,4.2,0.0,133.0,32,2000
"kennedy,ke",73.0,221,4.71,8.0,33.5,113.0,4.38,0.0,45.0,115,2000
"green,mi",72.1,189,4.56,,38.5,118.0,4.2,0.0,254.0,104,2000
"fuller,cu",69.9,186,4.43,18.0,36.0,114.0,4.21,0.0,127.0,42,2001
"ohalete,if",73.6,221,4.64,16.0,,,,0.0,,0,2001
"jennings,li",69.5,202,4.62,11.0,34.0,120.0,4.03,0.0,,0,2001
"jameson,mi",71.4,186,4.48,9.0,34.5,118.0,4.2,0.0,165.0,42,2001
"dyson,pa",70.0,179,4.55,,31.5,119.0,,0.0,,0,2001
"thomas,cl",69.1,189,4.6,,36.0,118.0,4.24,0.0,,0,2001
"white,em",72.1,219,4.65,16.0,34.5,111.0,,0.0,,0,2001
"dixon,to",73.1,213,4.57,17.0,37.0,117.0,,0.0,56.0,56,2001
"newsome,ri",70.6,203,4.59,14.0,,,,0.0,,0,2001
"eason,ni",72.8,201,4.59,19.0,34.5,119.0,,0.0,,0,2001
"holman,ra",70.6,186,4.58,6.0,42.0,129.0,3.85,0.0,179.0,46,2001
"gibson,de",73.6,218,4.45,17.0,,,,0.0,28.0,69,2001
"cooper,ja",72.5,222,4.43,,41.5,130.0,3.9,0.0,143.0,87,2001
"archuleta,ad",71.9,211,4.46,31.0,,,,0.0,20.0,103,2001
"kelly,er",70.5,199,4.47,15.0,36.0,120.0,4.18,0.0,69.0,48,2001
"jue,bh",72.3,199,4.53,,34.5,113.0,4.27,0.0,71.0,79,2001
"mccree,ma",71.0,197,4.6,10.0,38.0,117.0,4.1,0.0,233.0,116,2001
"whitley,ja",70.4,193,4.7,9.0,39.0,118.0,4.4,0.0,,0,2001
"baxter,ga",73.6,204,4.52,,37.5,122.0,4.21,0.0,62.0,62,2001
"wilson,ad",74.4,213,4.55,21.0,39.5,120.0,,0.0,64.0,181,2001
"stone,mi",71.3,191,4.51,17.0,41.0,127.0,,0.0,54.0,52,2001
"blackmon,ha",71.4,210,4.47,17.0,37.0,121.0,4.28,0.0,210.0,9,2001
"butler,je",70.0,173,4.57,11.0,36.0,121.0,4.4,0.0,145.0,70,2001
"smith,dw",69.6,212,4.5,15.0,33.5,114.0,,0.0,84.0,117,2001
"hill,re",71.0,178,4.59,10.0,35.5,116.0,4.18,0.0,202.0,141,2001
"hall,co",75.5,198,4.52,14.0,36.5,127.0,,0.0,215.0,3,2001
"williams,ji",70.1,188,4.6,,36.0,120.0,,0.0,196.0,80,2001
"moore,ke",70.9,193,4.57,10.0,37.5,119.0,4.2,0.0,,0,2001
"henry,an",72.8,198,4.57,15.0,41.0,126.0,4.2,0.0,97.0,132,2001
"henderson,ja",73.5,202,4.48,10.0,40.5,125.0,4.12,0.0,101.0,32,2001
"nesmith,ca",74.0,223,4.95,5.0,31.5,112.0,,0.0,,0,2001
"allen,wi",70.5,192,4.44,14.0,39.5,121.0,3.9,0.0,22.0,140,2001
"bird,co",70.3,217,4.6,22.0,,,,0.0,91.0,45,2001
"forte,sh",72.8,204,4.54,20.0,,,,0.0,,0,2001
"bashir,id",74.3,206,4.55,22.0,40.0,126.0,4.2,0.0,37.0,71,2001
"black,ra",71.9,205,4.71,,35.5,115.0,4.2,0.0,,0,2001
"grant,ke",70.3,204,4.5,,39.0,115.0,4.34,0.0,,0,2001
"carswell,ro",71.9,214,4.59,21.0,34.0,106.0,4.18,0.0,244.0,18,2001
"peterson,wi",72.0,197,4.51,13.0,38.5,120.0,,0.0,78.0,97,2001
"boyd,ja",71.0,207,4.59,,32.5,117.0,4.24,0.0,94.0,26,2001
"bryant,ke",70.6,190,4.63,10.0,37.5,117.0,4.15,0.0,,0,2001
"cody,ta",69.1,181,4.55,11.0,,,,0.0,67.0,19,2001
"harts,sh",71.6,200,4.51,12.0,34.5,119.0,,0.0,212.0,51,2001
"myers,le",70.3,190,4.57,13.0,37.0,120.0,4.16,0.0,200.0,17,2001
"walls,ra",70.8,176,4.49,,39.0,124.0,4.18,0.0,152.0,41,2001
"williams,br",69.6,183,4.46,11.0,42.5,130.0,4.21,0.0,86.0,12,2001
"howell,jo",71.6,204,4.6,14.0,37.0,121.0,4.12,0.0,117.0,65,2001
"scott,ca",71.1,208,4.58,,30.0,113.0,4.18,0.0,189.0,7,2001
"crayton,ro",67.6,178,4.58,13.0,35.5,118.0,4.4,0.0,,0,2001
"middlebrooks,wi",73.6,200,4.5,17.0,,,,0.0,24.0,56,2001
"craver,ke",70.8,201,4.57,13.0,31.0,116.0,,0.0,125.0,22,2002
"manuel,ma",72.0,209,4.52,18.0,,,,0.0,181.0,116,2002
"williams,ro",71.4,204,4.59,23.0,38.0,119.0,,0.0,72.0,20,2002
"offord,wi",73.6,215,4.61,22.0,35.0,116.0,,0.0,70.0,47,2002
"beckham,to",73.0,195,4.37,15.0,34.5,121.0,4.3,0.0,115.0,56,2002
"mallard,we",73.6,221,4.52,22.0,41.0,118.0,4.07,0.0,188.0,59,2002
"hebert,ja",71.4,190,4.63,15.0,35.5,115.0,3.86,0.0,,0,2002
"howard,ab",72.0,209,4.63,,,117.0,,0.0,,0,2002
"bierria,te",74.6,216,4.56,18.0,36.0,129.0,4.1,0.0,120.0,29,2002
"faggins,de",70.5,178,4.56,3.0,36.5,118.0,3.92,0.0,173.0,84,2002
"lowe,om",72.9,196,4.54,12.0,35.5,115.0,3.97,0.0,161.0,43,2002
"brown,sh",69.9,196,4.46,15.0,36.5,118.0,4.24,0.0,59.0,175,2002
"lewis,mi",73.1,211,4.56,16.0,36.5,121.0,4.14,0.0,58.0,128,2002
"williams,br",71.6,207,4.58,19.0,39.0,122.0,4.2,0.0,105.0,132,2002
"williams,ro",72.4,219,4.53,13.0,30.5,111.0,,0.0,8.0,114,2002
"branch,br",70.9,192,4.59,,35.0,112.0,4.47,0.0,,0,2002
"mcgraw,jo",75.1,208,4.48,13.0,39.5,123.0,3.92,0.0,57.0,122,2002
"ford,wi",73.5,195,4.57,10.0,34.0,117.0,4.33,0.0,,0,2002
"jackson,bo",72.4,216,4.74,,34.5,120.0,4.16,0.0,,0,2002
"isreal,ro",73.0,213,4.6,20.0,,121.0,,0.0,,0,2002
"wire,co",71.8,209,4.56,28.0,38.5,118.0,3.87,0.0,97.0,127,2002
"brandon,sa",74.0,199,4.72,,36.5,124.0,,0.0,131.0,63,2002
"phillips,je",73.1,214,4.65,18.0,31.5,113.0,,0.0,157.0,96,2002
"smith,st",72.6,193,4.6,,30.5,107.0,4.22,0.0,246.0,4,2002
"hope,ch",71.6,210,4.56,28.0,,112.0,,0.0,94.0,163,2002
"glover,la",69.5,177,4.57,11.0,37.0,114.0,4.29,0.0,212.0,2,2002
"chatman,je",70.6,185,4.54,,35.5,118.0,,0.0,,0,2002
"thompson,la",73.1,220,4.56,12.0,33.5,116.0,,0.0,41.0,83,2002
"gray,bo",72.1,209,4.66,24.0,,111.0,,0.0,140.0,29,2002
"curtis,ke",73.6,212,4.54,24.0,37.5,123.0,3.88,0.0,127.0,0,2002
"anderson,ma",71.0,213,4.52,16.0,39.5,124.0,,0.0,92.0,54,2002
"mitchell,me",73.1,220,4.59,15.0,35.0,126.0,4.15,0.0,150.0,54,2002
"dawson,da",73.0,219,4.64,24.0,38.0,121.0,4.0,0.0,,0,2002
"sherrod,ri",73.8,192,4.58,,37.0,115.0,4.11,0.0,,0,2002
"okanlawon,to",71.0,185,4.67,16.0,38.0,118.0,4.39,0.0,,0,2002
"harris,qu",73.0,216,4.61,14.0,36.5,120.0,4.34,0.0,,0,2002
"young,ch",71.9,210,4.6,23.0,36.5,120.0,,0.0,228.0,21,2002
"williams,ta",74.4,222,4.41,19.0,38.5,119.0,3.93,0.0,45.0,70,2002
"sippio,bo",75.0,214,4.73,12.0,37.0,120.0,4.2,0.0,,0,2002
"thomas,ke",71.3,180,4.68,10.0,35.0,122.0,,0.0,176.0,38,2002
"walls,le",76.3,192,4.7,7.0,37.0,115.0,,0.0,,0,2002
"kelly,st",74.6,212,4.67,15.0,32.5,117.0,4.1,0.0,,0,2002
"brewer,ja",72.0,194,4.57,12.0,37.0,120.0,4.24,0.0,,0,2002
"williams,ch",69.5,207,4.5,20.0,36.5,120.0,,0.0,209.0,79,2002
"jefferson,jo",71.5,205,4.37,8.0,39.5,117.0,4.01,0.0,74.0,27,2002
"richard,kr",71.0,186,4.46,10.0,39.5,117.0,4.15,0.0,85.0,39,2002
"jammer,qu",71.9,204,4.49,18.0,36.0,124.0,,0.0,5.0,183,2002
"joyce,er",69.1,192,4.55,11.0,40.5,114.0,3.97,0.0,,0,2002
"wesley,da",72.6,211,4.47,15.0,35.0,114.0,4.22,0.0,100.0,107,2002
"bauman,ra",68.3,186,4.47,10.0,39.0,117.0,,0.0,79.0,43,2002
"davis,sa",71.8,186,4.45,19.0,40.0,131.0,,0.0,30.0,71,2003
"mcgee,te",69.6,201,4.55,15.0,37.0,126.0,4.07,0.0,111.0,122,2003
"mathis,ra",72.8,202,4.47,22.0,38.5,123.0,4.15,0.0,39.0,175,2003
"johnson,to",72.9,206,4.58,19.0,33.5,117.0,4.17,0.0,100.0,80,2003
"holt,te",73.8,208,4.63,13.0,34.5,122.0,3.97,0.0,137.0,71,2003
"banks,ko",69.9,188,4.59,15.0,,,,0.0,,0,2003
"florence,dr",72.3,198,4.42,18.0,35.0,124.0,,0.0,46.0,157,2003
"milligan,ha",74.4,201,4.5,9.0,36.5,130.0,4.18,0.0,188.0,53,2003
"pagel,de",73.0,208,4.53,25.0,35.5,115.0,4.03,0.0,140.0,19,2003
"walton,sh",70.6,184,4.67,11.0,31.0,109.0,4.2,0.0,170.0,4,2003
"groce,de",69.6,192,4.54,18.0,36.0,118.0,3.96,0.0,107.0,54,2003
"roberts,te",69.1,203,4.74,18.0,34.0,117.0,4.19,0.0,,0,2003
"asomugha,nn",74.4,213,4.5,16.0,37.5,124.0,,0.0,31.0,157,2003
"lehan,mi",71.8,196,4.52,13.0,34.5,119.0,4.1,0.0,152.0,70,2003
"sapp,ge",72.1,216,4.69,,36.5,112.0,4.27,0.0,182.0,67,2003
"lejeune,no",72.4,200,4.65,11.0,33.5,115.0,4.21,0.0,244.0,7,2003
"floyd,an",69.5,202,4.6,19.0,33.5,117.0,4.18,0.0,,0,2003
"strickland,do",70.0,187,4.48,16.0,35.5,121.0,4.01,0.0,90.0,89,2003
"nickey,do",74.3,220,4.64,17.0,33.5,119.0,4.15,0.0,154.0,123,2003
"kiel,te",71.1,204,4.49,16.0,38.0,127.0,3.92,0.0,62.0,59,2003
"babers,ro",68.8,192,4.46,15.0,37.0,127.0,4.06,0.0,123.0,7,2003
"mance,br",70.4,189,4.61,18.0,32.5,115.0,,0.0,,0,2003
"june,ca",72.1,218,4.66,,35.0,113.0,,0.0,198.0,89,2003
"sanders,an",73.6,202,4.56,14.0,37.5,128.0,4.37,0.0,258.0,0,2003
"wilson,eu",70.4,192,4.46,15.0,38.0,122.0,4.0,0.0,36.0,96,2003
"samuel,as",70.9,185,4.52,9.0,35.5,120.0,4.09,0.0,120.0,157,2003
"manning,ri",68.6,185,4.55,12.0,36.5,117.0,4.12,0.0,82.0,84,2003
"hamlin,ke",74.5,209,4.6,16.0,33.0,117.0,3.92,0.0,42.0,107,2003
"wright,th",73.4,201,4.79,13.0,36.0,114.0,4.38,0.0,,0,2003
"woolfolk,an",73.4,197,4.47,10.0,35.5,128.0,3.95,0.0,28.0,39,2003
"tillman,ch",73.0,207,4.49,12.0,40.0,131.0,3.89,0.0,35.0,168,2003
"tucker,bj",70.5,188,4.38,16.0,35.0,123.0,4.14,0.0,178.0,10,2003
"garrett,ke",69.4,194,4.32,,35.0,129.0,3.96,0.0,172.0,24,2003
"cox,to",69.3,181,4.55,,32.0,119.0,4.15,0.0,205.0,56,2003
"brown,ch",73.0,195,4.59,15.0,35.5,126.0,4.13,0.0,93.0,68,2003
"weathersby,de",72.6,204,4.39,9.0,38.0,125.0,4.08,0.0,98.0,4,2003
"goss,ja",70.0,183,4.72,15.0,32.5,117.0,4.24,0.0,,0,2003
"newman,te",70.4,189,4.41,10.0,41.0,136.0,3.82,0.0,5.0,221,2003
"trufant,ma",71.1,199,4.43,11.0,39.0,127.0,4.3,0.0,11.0,136,2003
"burns,cu",72.4,216,4.55,19.0,36.0,120.0,4.1,0.0,217.0,11,2003
"drake,ch",73.0,205,4.52,20.0,,,,0.0,240.0,0,2003
"pile,wi",74.0,206,4.58,14.0,38.0,125.0,4.04,0.0,252.0,32,2003
"branch,co",71.8,203,4.43,22.0,36.0,119.0,,0.0,119.0,48,2003
"scott,br",73.0,219,4.6,13.0,,,,0.0,55.0,143,2003
"shivers,ja",72.5,201,4.53,19.0,36.0,128.0,,0.0,158.0,1,2004
"poole,wi",70.4,194,4.47,16.0,,,,0.0,102.0,15,2004
"wilson,gi",72.1,197,4.47,15.0,,120.0,,0.0,136.0,100,2004
"deloatch,cu",74.4,214,4.52,10.0,35.5,120.0,4.42,0.0,,0,2004
"pruitt,et",72.1,197,4.59,,39.5,116.0,4.0,0.0,186.0,9,2004
"thornton,br",71.0,197,4.5,,37.5,122.0,,0.0,121.0,13,2004
"ware,ma",74.4,209,4.54,15.0,,,,0.0,89.0,95,2004
"jordan,ra",72.8,178,4.61,,33.5,115.0,4.21,0.0,,0,2004
"colclough,ri",70.6,194,4.5,8.0,39.5,127.0,,0.0,38.0,43,2004
"allmond,ma",72.0,209,4.63,21.0,38.0,123.0,4.34,0.0,,0,2004
"coleman,er",70.5,200,4.62,16.0,35.5,117.0,4.14,0.0,143.0,123,2004
"brown,ru",69.3,187,4.45,15.0,33.0,124.0,4.44,0.0,,0,2004
"ratliff,ke",70.1,194,4.58,11.0,,,,0.0,49.0,76,2004
"alexander,ro",71.0,185,4.37,,39.5,125.0,4.23,0.0,,0,2004
"richardson,la",69.3,194,4.63,8.0,31.0,112.0,,0.0,,0,2004
"earl,gl",73.1,222,4.65,20.0,,,,0.0,122.0,37,2004
"curry,ke",73.0,201,4.63,17.0,34.5,127.0,,0.0,,0,2004
"schweigert,st",74.0,218,4.45,18.0,38.0,124.0,3.89,0.0,67.0,69,2004
"winn,ma",72.3,223,4.86,21.0,,,,0.0,,0,2004
"williams,qu",71.5,207,4.61,21.0,37.0,122.0,4.09,0.0,,0,2004
"robinson,du",70.6,186,4.35,15.0,36.0,120.0,3.75,0.0,10.0,139,2004
"gardner,ri",70.6,199,4.49,11.0,36.5,123.0,3.91,0.0,92.0,29,2004
"duff,vo",70.6,203,4.55,13.0,35.0,120.0,4.03,0.0,170.0,0,2004
"baker,ra",70.5,204,4.55,21.0,36.0,117.0,4.12,0.0,,0,2004
"thompson,ch",72.0,189,4.5,12.0,35.0,117.0,4.14,0.0,150.0,12,2004
"scott,gu",70.4,204,4.49,20.0,39.0,124.0,,0.0,95.0,11,2004
"dixon,da",69.6,195,4.75,15.0,35.5,118.0,,0.0,,0,2004
"bua,to",71.3,209,4.65,15.0,36.0,120.0,4.08,0.0,160.0,7,2004
"hall,de",70.0,202,4.36,,,,,0.0,8.0,171,2004
"williams,vi",72.9,196,4.66,11.0,,,,0.0,,0,2004
"hutchins,vo",69.6,185,4.5,11.0,34.5,115.0,4.06,0.0,173.0,38,2004
"washington,ra",74.1,223,4.61,14.0,34.0,116.0,4.02,0.0,236.0,47,2004
"lewis,ke",72.5,204,4.58,11.0,37.0,121.0,4.07,0.0,198.0,76,2004
"eiland,de",71.5,202,4.54,17.0,35.0,113.0,4.27,0.0,184.0,0,2004
"waddell,mi",70.9,187,4.33,14.0,37.5,121.0,4.03,0.0,124.0,33,2004
"wynn,de",69.3,175,4.49,13.0,39.0,123.0,3.9,0.0,192.0,47,2004
"sanders,bo",68.4,204,4.4,15.0,41.5,128.0,3.91,0.0,44.0,50,2004
"lesueur,je",72.0,197,4.55,,35.0,116.0,,0.0,85.0,2,2004
"carroll,ah",69.6,195,4.36,15.0,41.0,128.0,,0.0,25.0,57,2004
"williams,ma",72.4,193,4.5,18.0,,125.0,,0.0,56.0,119,2004
"thomas,jo",72.9,195,4.46,17.0,38.5,122.0,3.88,0.0,70.0,31,2004
"parker,ar",73.9,213,4.52,18.0,35.5,120.0,4.12,0.0,,0,2004
"greer,ja",70.1,178,4.51,7.0,36.5,126.0,,0.0,,0,2004
"smith,ke",71.5,201,4.49,12.0,36.5,116.0,,0.0,73.0,74,2004
"miller,ju",69.8,201,4.46,15.0,41.5,126.0,,0.0,57.0,46,2005
"starks,sc",68.5,172,4.42,13.0,43.0,133.0,3.9,0.0,87.0,54,2005
"paymah,ka",72.0,204,4.38,15.0,41.5,121.0,3.91,0.0,76.0,74,2005
"grootegoed,ma",70.75,218,4.68,22.0,31.5,107.0,4.26,0.0,,0,2005
"body,pa",73.63,196,4.36,,,,,0.0,,0,2005
"underwood,ma",70.25,205,4.52,19.0,38.0,116.0,4.21,0.0,115.0,16,2005
"conway,at",70.4,219,4.95,14.0,32.0,108.0,4.1,0.0,,0,2005
"williams,da",68.63,176,4.3,16.0,39.0,124.0,3.96,0.0,56.0,27,2005
"ferri,di",70.13,223,4.64,20.0,35.5,111.0,4.14,0.0,,0,2005
"bullocks,jo",72.0,209,4.49,,37.5,116.0,4.08,0.0,40.0,90,2005
"brimmer,ja",73.38,216,4.87,16.0,32.0,108.0,4.63,0.0,,0,2005
"webster,co",72.13,199,4.51,9.0,,,,0.0,43.0,121,2005
"hayden,ke",70.38,197,4.52,17.0,34.0,111.0,3.9,0.0,60.0,101,2005
"rogers,ca",72.38,196,4.45,15.0,40.5,126.0,3.82,0.0,9.0,133,2005
"foxworth,do",71.13,184,4.39,14.0,41.0,125.0,3.89,0.0,97.0,78,2005
"williams,ar",71.5,187,4.58,8.0,36.0,117.0,,0.0,,0,2005
"leonhard,ji",68.38,191,4.63,19.0,,,,0.0,,0,2005
"reid,la",71.25,195,4.59,15.0,40.5,120.0,4.28,0.0,,0,2005
"holly,da",70.38,192,4.44,15.0,39.0,113.0,4.08,0.0,215.0,32,2005
"abdullah,ha",74.0,214,4.65,18.0,39.0,114.0,,0.0,231.0,48,2005
"beriault,ju",74.75,204,4.57,14.0,39.5,124.0,3.8,0.0,208.0,0,2005
"weeks,ma",70.5,216,4.62,23.0,36.5,119.0,3.89,0.0,,0,2005
"rhodes,ke",74.5,209,4.59,12.0,42.0,123.0,4.12,0.0,123.0,118,2005
"sensabaugh,ge",72.5,214,4.48,17.0,46.0,113.0,,0.0,157.0,112,2005
"nicholson,do",73.5,212,4.55,18.0,,,,0.0,141.0,16,2005
"bigby,at",70.75,214,4.65,19.0,35.0,106.0,4.1,0.0,,0,2005
"considine,se",72.13,212,4.53,19.0,37.0,116.0,3.92,0.0,102.0,99,2005
"butler,ja",73.88,213,4.58,16.0,40.5,127.0,3.98,0.0,,0,2005
"curry,ma",70.88,181,4.62,12.0,35.0,113.0,3.89,0.0,,0,2005
"williams,ce",69.75,168,4.55,13.0,35.0,121.0,4.22,0.0,,0,2005
"mckenzie,ch",68.5,185,4.37,6.0,45.0,133.0,4.32,0.0,,0,2005
"browner,br",75.5,221,4.67,13.0,36.5,120.0,4.24,0.0,,0,2005
"holley,te",73.25,211,4.68,24.0,37.0,115.0,,0.0,,0,2005
"green,er",71.38,198,4.56,,38.0,120.0,3.9,0.0,75.0,51,2005
"washington,fa",70.5,188,4.31,18.0,41.5,122.0,3.91,0.0,23.0,81,2005
"maddox,an",72.63,205,4.51,17.0,36.5,127.0,,0.0,161.0,0,2005
"jackson,ma",72.63,198,4.52,23.0,36.0,125.0,3.96,0.0,29.0,56,2005
"rolle,an",72.13,201,4.5,15.0,,,,0.0,8.0,155,2005
"hobbs,el",69.0,192,4.49,12.0,42.0,121.0,4.07,0.0,84.0,79,2005
"routt,st",73.38,193,4.33,,36.5,127.0,3.9,0.0,38.0,119,2005
"fox,du",70.88,191,4.43,7.0,43.5,,,0.0,80.0,12,2005
"king,er",68.5,189,4.49,12.0,,,,0.0,156.0,63,2005
"bartell,ro",73.25,211,4.42,21.0,35.5,,,0.0,50.0,96,2005
"elimimian,ab",69.63,190,4.68,14.0,39.0,118.0,4.05,0.0,,0,2005
"perkins,an",70.75,190,4.53,10.0,40.0,126.0,4.07,0.0,103.0,6,2005
"collins,ni",71.13,206,4.42,11.0,40.0,113.0,4.16,0.0,51.0,95,2005
"wishom,je",71.75,193,4.53,18.0,38.0,118.0,4.07,0.0,,0,2005
"daniels,tr",72.63,194,4.59,,35.0,117.0,3.97,0.0,104.0,107,2005
"davis,th",73.0,230,4.64,,36.5,115.0,3.97,0.0,14.0,192,2005
"emanuel,be",74.75,212,4.57,21.0,,,,0.0,171.0,11,2005
"francisco,aa",73.88,211,4.76,17.0,35.0,110.0,4.07,0.0,,0,2005
"atogwe,oj",71.0,219,4.57,22.0,,,,0.0,66.0,101,2005
"hodge,al",70.75,203,4.47,20.0,34.0,,3.99,0.0,147.0,0,2005
"wilson,st",71.75,185,4.39,14.0,39.5,123.0,,0.0,72.0,32,2005
"mcfadden,br",71.75,193,4.53,23.0,38.5,126.0,4.04,0.0,62.0,96,2005
"harmon,ja",71.5,209,4.74,23.0,37.0,117.0,4.1,0.0,,0,2005
"carter,je",71.38,220,4.49,21.0,35.0,116.0,4.04,0.0,117.0,33,2005
"malone,an",71.75,200,4.61,10.0,34.0,111.0,4.1,0.0,,0,2006
"lowry,ca",71.0,200,4.58,15.0,36.0,120.0,4.2,0.0,102.0,48,2006
"addae,ja",70.25,214,4.74,,38.5,122.0,,0.0,,0,2006
"gordon,ch",70.13,183,4.64,12.0,35.5,115.0,4.2,0.0,,0,2006
"blue,gr",74.25,216,4.65,16.0,37.5,120.0,,0.0,149.0,20,2006
"herring,ja",71.13,207,4.92,15.0,36.5,116.0,4.23,0.0,,0,2006
"simpson,ko",73.0,209,4.45,11.0,40.5,122.0,4.17,0.0,105.0,41,2006
"webb,de",70.75,183,4.45,,36.5,121.0,,0.0,236.0,11,2006
"hawkins,ch",70.13,183,4.53,16.0,37.0,116.0,4.18,0.0,,0,2006
"pittman,da",71.25,182,4.49,14.0,36.0,128.0,4.23,0.0,87.0,7,2006
"bing,da",74.0,227,4.52,17.0,34.0,120.0,4.07,0.0,101.0,5,2006
"marshall,ri",71.13,189,4.46,12.0,37.0,129.0,4.16,0.0,58.0,124,2006
"pollard,be",73.63,224,4.6,,36.5,131.0,,0.0,54.0,126,2006
"salley,na",73.75,216,4.64,14.0,40.0,123.0,4.15,0.0,121.0,24,2006
"houston,re",71.88,192,4.68,21.0,41.5,127.0,4.42,0.0,,0,2006
"watkins,pa",76.75,211,4.48,14.0,41.0,133.0,,0.0,138.0,53,2006
"smith,an",72.13,194,4.71,18.0,41.0,125.0,4.35,0.0,83.0,76,2006
"cromartie,an",74.13,208,4.5,18.0,38.0,132.0,,0.0,19.0,162,2006
"meeks,vi",70.63,210,4.91,11.0,33.0,112.0,,0.0,,0,2006
"mcphearson,ge",70.13,196,4.46,18.0,41.5,129.0,,0.0,232.0,0,2006
"landry,da",72.88,220,4.69,18.0,37.5,124.0,4.27,0.0,146.0,130,2006
"walker,jo",71.75,205,4.65,,40.0,125.0,4.16,0.0,,0,2006
"andrews,wi",69.38,193,4.45,7.0,36.5,124.0,4.27,0.0,229.0,30,2006
"smith,er",73.0,209,4.63,21.0,40.0,127.0,4.1,0.0,97.0,96,2006
"onyenegecha,ch",73.38,215,4.58,16.0,34.5,118.0,,0.0,,0,2006
"peprah,ch",70.88,206,4.7,15.0,37.5,119.0,4.09,0.0,158.0,74,2006
"blackmon,wi",72.25,198,4.49,,41.0,133.0,4.23,0.0,115.0,96,2006
"whitner,do",70.1,204,4.44,18.0,40.0,132.0,,0.0,8.0,157,2006
"naziruddin,kh",69.13,185,4.69,17.0,38.5,119.0,,0.0,,0,2006
"maxey,ma",73.5,198,4.5,14.0,41.5,129.0,,0.0,154.0,2,2006
"doughty,re",72.5,209,4.68,15.0,37.0,121.0,4.17,0.0,173.0,107,2006
"joseph,jo",71.0,193,4.37,15.0,37.0,123.0,4.23,0.0,24.0,200,2006
"jennings,ti",67.75,185,4.38,17.0,37.5,117.0,,0.0,62.0,137,2006
"lay,jo",72.0,197,4.48,16.0,40.5,120.0,,0.0,174.0,0,2006
"mccann,de",71.25,197,4.54,,40.5,122.0,4.38,0.0,179.0,0,2006
"slay,dw",75.5,216,4.83,,32.5,112.0,,0.0,,0,2006
"brooks,da",72.38,198,4.71,7.0,36.5,125.0,4.36,0.0,,0,2006
"manning,da",70.75,202,4.5,17.0,39.0,123.0,4.07,0.0,42.0,128,2006
"huff,mi",72.0,204,4.37,21.0,40.5,125.0,,0.0,7.0,118,2006
"griffin,ce",72.13,199,4.54,17.0,35.5,125.0,4.1,0.0,48.0,89,2006
"martin,de",70.0,202,4.54,17.0,40.0,127.0,3.95,0.0,208.0,73,2006
"minter,de",71.13,190,4.54,10.0,38.5,131.0,4.1,0.0,152.0,0,2006
"bethea,an",71.0,203,4.42,19.0,36.5,127.0,4.11,0.0,207.0,209,2006
"jennings,ke",70.88,178,4.44,,40.0,120.0,4.0,0.0,31.0,91,2006
"hunter,da",71.88,206,4.47,8.0,36.0,123.0,4.11,0.0,,0,2006
"bullocks,da",72.5,212,4.4,18.0,38.0,124.0,4.16,0.0,40.0,31,2006
"allen,ja",72.88,209,4.41,17.0,39.5,131.0,3.81,0.0,16.0,98,2006
"ware,sc",73.13,218,4.72,15.0,37.0,115.0,4.25,0.0,,0,2006
"demps,ma",71.75,198,4.79,17.0,31.0,117.0,4.09,0.0,,0,2006
"page,ja",72.38,239,4.64,,38.0,127.0,4.14,0.0,228.0,74,2006
"harrell,ch",72.38,209,4.74,15.0,40.5,119.0,4.12,0.0,,0,2006
"hill,ty",69.63,185,4.34,,41.0,129.0,4.01,0.0,15.0,40,2006
"paschal,ma",72.25,201,4.67,15.0,33.0,,4.72,0.0,,0,2007
"griffin,mi",71.75,202,4.48,16.0,36.0,120.0,4.1,0.0,19.0,154,2007
"stone,da",75.25,218,4.6,13.0,39.0,132.0,4.44,0.0,203.0,20,2007
"ross,aa",72.5,193,4.46,17.0,34.0,118.0,4.15,0.0,20.0,83,2007
"nelson,jd",71.38,207,4.86,,32.5,111.0,4.53,0.0,,0,2007
