Name,Height(in),Weight(lbs),40 yard,Bench press,Vert leap,Broad jump,Shuttle,HOF,Draft Pos,Games,Draft Year
"morrison,da",70.9,185,4.7,18.0,38.0,122.0,4.14,0.0,155.0,48,1993
"greer,ca",73.4,204,4.8,9.0,32.5,107.0,4.22,0.0,,0,1993
"cavness,gr",69.4,191,4.81,6.0,29.5,110.0,3.97,0.0,,0,1993
"pahukoa,sh",74.6,198,4.73,10.0,31.5,116.0,4.19,0.0,,0,1993
"walker,da",68.0,164,4.64,11.0,31.0,113.0,4.17,0.0,178.0,120,1993
"jones,sh",71.5,197,4.63,,34.5,119.0,4.09,0.0,,0,1993
"castle,er",74.9,212,4.64,10.0,35.0,123.0,4.02,0.0,161.0,53,1993
"green,vi",69.1,195,4.53,17.0,33.0,118.0,4.36,0.0,,0,1993
"oneal,ro",72.9,194,4.68,13.0,35.5,123.0,,0.0,164.0,2,1993
"smith,to",72.4,217,4.79,14.0,33.0,114.0,,0.0,,0,1993
"hardy,ad",71.8,194,4.59,10.0,,,,0.0,48.0,36,1993
"savage,se",70.9,187,4.69,10.0,32.5,117.0,,0.0,139.0,3,1993
"barber,wo",70.0,192,4.59,15.0,33.0,120.0,4.1,0.0,,0,1993
"smith,th",71.4,190,4.59,,41.5,134.0,4.09,0.0,28.0,137,1993
"klawitter,da",73.4,201,4.66,7.0,33.0,120.0,4.05,0.0,,0,1993
"amie,ch",69.0,193,4.6,,34.0,121.0,4.06,0.0,,0,1993
"duckett,wi",75.3,194,4.52,17.0,38.0,120.0,4.06,0.0,,0,1993
"simmons,ma",71.1,184,4.58,2.0,39.5,133.0,4.36,0.0,90.0,16,1993
"bailey,wa",70.0,191,4.61,,,,4.41,0.0,,0,1993
"carpenter,ro",72.9,189,4.68,12.0,33.0,112.0,4.29,0.0,,0,1993
"jones,ro",73.8,210,4.66,,38.5,126.0,4.29,0.0,69.0,76,1993
"geter,er",70.4,198,4.69,16.0,31.5,112.0,4.25,0.0,,0,1993
"boykin,de",70.5,196,4.63,16.0,34.0,120.0,4.13,0.0,149.0,43,1993
"gordon,da",71.0,182,4.42,12.0,37.5,127.0,,0.0,22.0,138,1993
"jones,mi",74.4,223,4.64,14.0,33.5,122.0,4.3,0.0,,0,1993
"gray,ca",72.1,182,4.51,10.0,35.0,122.0,4.34,0.0,30.0,102,1993
"bishop,bl",68.6,194,4.61,20.0,41.5,120.0,4.0,0.0,214.0,138,1993
"buchanan,ra",69.3,193,4.5,10.0,36.0,127.0,4.0,0.0,65.0,184,1993
"gunn,la",75.3,217,4.55,9.0,33.5,120.0,4.19,0.0,175.0,8,1993
"hughes,ty",69.0,189,4.57,,34.0,116.0,,0.0,137.0,81,1993
"harper,ro",74.4,223,4.59,12.0,33.5,120.0,4.13,0.0,38.0,56,1993
"figures,de",71.6,192,4.62,13.0,34.5,121.0,4.2,0.0,23.0,93,1993
"carter,to",70.9,187,4.45,17.0,43.0,135.0,4.18,0.0,17.0,118,1993
"middleton,mi",70.1,210,4.67,12.0,36.5,125.0,4.14,0.0,84.0,0,1993
"williams,wi",68.5,180,4.49,16.0,34.5,121.0,4.2,0.0,162.0,188,1993
"frazier,de",70.4,178,4.52,,,,,0.0,75.0,25,1993
"miniefield,ke",68.6,178,4.65,8.0,34.5,120.0,4.28,0.0,201.0,51,1993
"white,wi",72.4,202,4.63,14.0,32.5,115.0,,0.0,172.0,0,1993
"redmond,ja",68.6,179,4.66,16.0,36.5,122.0,4.37,0.0,,0,1993
"bailey,ha",71.6,200,4.48,16.0,33.0,122.0,4.13,0.0,,0,1993
"covington,jo",72.9,198,4.55,14.0,35.5,124.0,4.25,0.0,133.0,3,1994
"randolph,th",69.3,176,4.43,13.0,41.5,125.0,4.26,0.0,47.0,95,1994
"washington,de",71.3,191,4.45,12.0,36.0,118.0,4.16,0.0,18.0,191,1994
"reece,jo",71.6,203,4.5,16.0,33.0,116.0,4.18,0.0,113.0,5,1994
"dixon,jo",71.4,204,4.79,,32.0,112.0,4.43,0.0,,0,1994
"brooks,bu",71.6,189,4.57,,35.5,122.0,4.43,0.0,48.0,32,1994
"bellamy,ja",70.4,186,4.74,12.0,31.0,117.0,4.22,0.0,,0,1994
"seigler,de",69.1,182,4.72,,,109.0,4.36,0.0,,0,1994
"sehorn,ja",73.8,218,4.6,,35.0,120.0,4.25,0.0,59.0,117,1994
"crocker,se",69.8,191,4.59,,33.5,122.0,4.14,0.0,130.0,0,1994
"joseph,dw",69.4,188,4.74,15.0,34.5,120.0,4.35,0.0,,0,1994
"davis,dw",72.6,203,4.67,,32.0,115.0,4.43,0.0,,0,1994
"clark,wi",70.3,183,4.44,,,113.0,4.35,0.0,82.0,59,1994
"gaines,ke",72.1,187,4.74,9.0,33.5,125.0,4.23,0.0,,0,1994
"carter,pe",71.4,194,4.44,11.0,32.5,119.0,4.17,0.0,107.0,28,1994
"davis,mi",72.5,188,4.54,16.0,35.0,122.0,4.06,0.0,119.0,19,1994
"hammonds,sh",69.9,187,4.69,9.0,32.0,119.0,4.5,0.0,134.0,1,1994
"burch,al",72.1,196,4.75,15.0,32.5,117.0,4.71,0.0,,0,1994
"drakeford,ty",69.6,185,4.59,18.0,33.5,115.0,,0.0,62.0,97,1994
"lyle,ke",73.6,205,4.61,17.0,35.0,118.0,4.25,0.0,71.0,136,1994
"hawkins,st",77.4,207,4.46,13.0,36.0,123.0,4.25,0.0,166.0,7,1994
"jackson,ma",71.8,238,4.98,18.0,28.0,110.0,4.37,0.0,,0,1994
"wright,to",71.0,203,4.66,,33.5,116.0,4.07,0.0,49.0,59,1994
"whigham,la",73.9,202,4.64,12.0,37.0,117.0,4.25,0.0,110.0,136,1994
"burton,ja",68.6,185,4.57,13.0,30.5,113.0,4.27,0.0,151.0,45,1994
"stowers,do",73.1,201,4.64,17.0,37.0,128.0,4.28,0.0,,0,1994
"fuller,ra",69.8,173,4.6,,34.0,118.0,4.14,0.0,123.0,64,1994
"nelson,wi",71.8,200,4.67,17.0,,117.0,,0.0,,0,1994
"phillips,an",74.0,217,4.5,,37.0,127.0,4.25,0.0,72.0,20,1994
"douglas,do",73.6,201,4.78,9.0,30.5,118.0,4.15,0.0,,0,1994
"walker,ce",70.6,210,4.65,13.0,31.0,114.0,4.19,0.0,,0,1994
"walker,br",71.0,190,4.71,,34.0,116.0,,0.0,127.0,167,1994
"borgella,jo",69.8,180,4.62,13.0,32.0,110.0,4.27,0.0,183.0,15,1994
"bynote,bu",69.6,190,4.47,9.0,33.5,120.0,4.06,0.0,212.0,16,1994
"alexander,br",70.8,184,4.59,9.0,35.0,118.0,4.18,0.0,,0,1994
"white,pa",68.6,177,4.61,12.0,38.5,124.0,4.07,0.0,,0,1994
"burris,je",71.0,194,4.59,12.0,34.0,119.0,4.16,0.0,27.0,144,1994
"durgin,ma",71.4,191,4.66,,33.5,120.0,,0.0,,0,1994
"mendez,ja",70.9,194,4.62,17.0,33.0,114.0,3.97,0.0,,0,1994
"zomalt,er",71.5,197,4.62,18.0,33.0,120.0,4.41,0.0,103.0,40,1994
"jones,to",76.0,199,4.7,13.0,34.0,124.0,4.3,0.0,,0,1995
"thomas,or",73.6,209,4.55,,33.5,123.0,4.25,0.0,42.0,98,1995
"richardson,cj",70.5,206,4.75,,31.5,115.0,4.43,0.0,211.0,15,1995
"wright,cl",70.5,183,4.59,10.0,39.0,129.0,4.19,0.0,,0,1995
"newsome,cr",71.5,185,4.74,9.0,32.0,115.0,4.56,0.0,32.0,53,1995
"shelling,ch",69.6,183,4.64,12.0,,,,0.0,,0,1995
"poole,ty",68.5,185,4.53,18.0,35.0,123.0,3.9,0.0,22.0,144,1995
"young,ro",73.6,209,4.61,19.0,30.5,111.0,,0.0,85.0,33,1995
"robinson,br",74.4,200,4.92,13.0,,,,0.0,,0,1995
"irvin,ke",70.1,182,4.7,9.0,36.5,120.0,4.0,0.0,109.0,147,1995
"herpin,jo",70.9,192,4.76,8.0,31.0,112.0,4.19,0.0,,0,1995
"goggins,we",69.0,179,4.98,12.0,32.5,107.0,4.41,0.0,,0,1995
"johnson,to",70.0,180,4.74,4.0,33.0,116.0,4.2,0.0,,0,1995
"shade,sa",72.3,194,4.7,15.0,33.0,,,0.0,102.0,117,1995
"hunter,to",68.6,176,4.62,,33.0,,4.48,0.0,95.0,12,1995
"pounds,da",70.0,175,4.51,10.0,34.0,116.0,4.21,0.0,68.0,78,1995
"davis,ce",69.5,170,4.44,,32.5,116.0,4.42,0.0,150.0,0,1995
"wilson,je",70.0,180,4.63,9.0,32.5,117.0,4.06,0.0,105.0,120,1995
"gales,ke",71.0,173,4.68,19.0,34.0,113.0,3.99,0.0,193.0,0,1995
"johnson,me",71.9,195,4.71,13.0,34.5,127.0,4.17,0.0,43.0,50,1995
"bouie,to",69.6,187,4.7,15.0,32.5,116.0,4.32,0.0,,0,1995
"garrett,sh",69.4,185,4.77,10.0,33.0,115.0,4.34,0.0,,0,1995
"fuller,co",70.4,197,4.56,11.0,,,,0.0,55.0,152,1995
"mcelroy,ra",71.8,196,4.64,16.0,33.5,118.0,4.23,0.0,114.0,81,1995
"ellis,ja",70.6,192,4.66,9.0,32.0,,4.19,0.0,,0,1995
"davis,ro",70.0,200,4.57,,38.0,123.0,4.0,0.0,41.0,12,1995
"kidd,ca",72.6,206,4.58,14.0,33.0,117.0,4.4,0.0,,0,1995
"johnson,ro",72.1,177,4.73,7.0,35.0,123.0,4.34,0.0,99.0,48,1995
"leary,ka",70.8,169,4.95,8.0,,113.0,4.3,0.0,,0,1995
"kerner,ma",70.6,187,4.63,11.0,33.0,114.0,4.16,0.0,76.0,43,1995
"miles,ba",68.4,175,4.77,8.0,32.5,115.0,4.08,0.0,199.0,0,1995
"walker,ge",72.1,196,4.59,14.0,33.5,122.0,4.27,0.0,,0,1995
"shaw,te",71.1,188,4.54,14.0,34.5,122.0,4.06,0.0,34.0,140,1995
"hitchcock,ji",70.4,194,4.62,,,,,0.0,88.0,101,1995
"scurlock,mi",70.3,197,4.59,18.0,35.5,117.0,4.15,0.0,140.0,65,1995
"flowers,le",71.1,204,4.81,14.0,36.0,124.0,4.25,0.0,151.0,112,1995
"riley,ke",70.8,181,4.88,11.0,29.5,113.0,4.41,0.0,,0,1995
"mullen,ro",73.6,199,4.62,15.0,36.0,123.0,4.06,0.0,153.0,53,1995
"strong,wi",69.8,191,4.54,14.0,32.5,124.0,4.28,0.0,148.0,9,1995
"cherry,je",72.5,197,4.6,19.0,31.5,118.0,4.31,0.0,40.0,127,1996
"mcgee,de",68.0,180,4.58,15.0,35.5,109.0,4.1,0.0,162.0,3,1996
"evans,le",73.0,203,4.63,,33.5,122.0,4.6,0.0,138.0,59,1996
"walker,ja",73.0,198,4.75,,28.5,105.0,4.39,0.0,,0,1996
"coleman,ma",73.8,208,4.67,,33.0,126.0,4.26,0.0,133.0,152,1996
"pointer,ki",71.6,178,4.54,14.0,38.0,122.0,4.22,0.0,113.0,0,1996
"williams,ge",72.6,195,4.77,18.0,34.5,123.0,,0.0,,0,1996
"boyd,se",74.4,208,4.6,,35.0,118.0,4.5,0.0,148.0,2,1996
"leomiti,do",71.5,213,4.66,13.0,30.0,112.0,4.26,0.0,,0,1996
"thomas,fr",69.5,172,4.51,10.0,35.0,122.0,4.0,0.0,47.0,156,1996
"beasley,aa",71.4,197,4.74,10.0,33.5,119.0,4.09,0.0,63.0,121,1996
"hamilton,co",69.5,184,4.57,8.0,37.5,128.0,3.91,0.0,214.0,54,1996
"jenkins,de",71.0,183,4.59,,36.5,120.0,,0.0,55.0,93,1996
"rusk,re",70.5,182,4.58,11.0,33.0,119.0,4.16,0.0,221.0,23,1996
"anderson,er",70.8,192,4.69,18.0,29.5,108.0,,0.0,,0,1996
"stewart,ra",69.9,197,4.68,19.0,34.0,109.0,4.1,0.0,143.0,71,1996
"jackson,ra",70.1,190,4.66,13.0,36.5,120.0,4.41,0.0,156.0,73,1996
"james,to",73.6,188,4.66,18.0,32.0,121.0,4.41,0.0,44.0,158,1996
"fisher,jo",70.5,197,4.69,13.0,30.5,116.0,4.22,0.0,170.0,0,1996
"molden,al",69.5,186,4.47,,40.0,123.0,3.98,0.0,11.0,98,1996
"tongue,re",71.9,201,4.52,12.0,34.0,115.0,4.08,0.0,58.0,145,1996
"woods,je",74.0,202,4.59,,33.5,,,0.0,28.0,128,1996
"smedley,er",71.8,204,4.76,17.0,32.0,112.0,4.12,0.0,249.0,42,1996
"williams,ty",70.8,190,4.53,5.0,34.5,120.0,,0.0,93.0,120,1996
"ford,fr",75.4,196,4.66,13.0,32.5,116.0,4.5,0.0,,0,1996
"sutton,cl",72.5,209,4.83,19.0,32.0,110.0,4.22,0.0,,0,1996
"robinson,ad",73.5,215,4.75,14.0,31.0,111.0,4.27,0.0,232.0,0,1996
"dorsett,an",70.9,201,4.47,20.0,39.5,126.0,4.06,0.0,177.0,118,1996
"owens,bu",71.1,197,4.72,,38.0,118.0,4.3,0.0,,0,1996
"clark,br",72.8,204,4.74,16.0,33.0,105.0,4.36,0.0,,0,1996
"hudgins,le",73.3,195,4.59,14.0,37.5,124.0,4.08,0.0,,0,1996
"davis,we",70.0,183,4.63,11.0,31.5,118.0,4.34,0.0,207.0,34,1996
"stewart,ry",73.4,202,4.63,21.0,31.0,115.0,4.2,0.0,76.0,41,1996
"abraham,do",69.8,180,4.61,13.0,32.0,119.0,4.05,0.0,71.0,132,1996
"cunningham,tj",72.0,195,4.69,14.0,30.5,117.0,4.13,0.0,209.0,9,1996
"veland,to",72.8,205,4.64,,36.0,118.0,4.1,0.0,181.0,27,1996
"mickens,ra",67.6,176,4.47,12.0,37.5,,,0.0,62.0,146,1996
"coleman,ja",69.0,184,4.87,8.0,33.5,112.0,4.38,0.0,,0,1996
"sanders,br",69.1,176,4.7,16.0,30.0,113.0,4.29,0.0,,0,1996
"dawkins,br",71.4,189,4.63,19.0,35.0,120.0,4.39,1.0,61.0,224,1996
"maddox,ma",73.6,213,4.71,20.0,31.5,121.0,4.46,0.0,,0,1996
"mathis,de",70.1,196,4.48,18.0,37.0,132.0,4.2,0.0,51.0,29,1996
"minter,mi",70.1,188,4.5,11.0,36.0,122.0,4.0,0.0,56.0,148,1997
"robinson,da",73.9,210,4.78,9.0,31.5,113.0,4.12,0.0,119.0,83,1997
"rosga,st",73.0,215,4.79,,29.5,110.0,4.26,0.0,202.0,0,1997
"montgomery,de",71.5,189,4.61,,32.5,112.0,4.09,0.0,,0,1997
"herring,ki",71.4,199,4.6,11.0,32.0,116.0,4.11,0.0,58.0,98,1997
"devine,ke",69.4,184,4.53,20.0,,,4.16,0.0,,0,1997
"perryman,na",68.6,189,4.66,,30.5,113.0,4.15,0.0,,0,1997
"stokes,er",71.1,192,4.63,13.0,37.5,117.0,3.98,0.0,142.0,11,1997
"weems,cy",73.4,207,4.71,12.0,34.5,117.0,4.19,0.0,,0,1997
"cross,de",72.9,213,5.02,14.0,28.5,,4.36,0.0,,0,1997
"ismaeli,hu",71.0,191,4.57,,33.0,114.0,4.15,0.0,203.0,0,1997
"lusk,ha",71.4,197,4.76,12.0,36.0,110.0,4.45,0.0,,0,1997
"thomas,ro",72.4,192,4.75,6.0,33.5,115.0,4.44,0.0,,0,1997
"hiles,va",71.1,186,4.78,10.0,35.0,116.0,4.26,0.0,141.0,16,1997
"bronson,za",72.4,190,4.66,9.0,33.5,115.0,4.35,0.0,,0,1997
"emanuel,ch",71.3,203,4.78,17.0,33.0,110.0,4.23,0.0,,0,1997
"little,ea",71.8,183,4.62,2.0,31.5,113.0,4.49,0.0,,0,1997
"sharper,da",73.8,206,4.64,16.0,39.0,121.0,4.24,0.0,60.0,205,1997
"kelly,ro",74.1,199,4.62,,30.5,107.0,4.03,0.0,33.0,60,1997
"barber,ro",69.4,185,4.68,14.0,34.5,118.0,4.46,0.0,66.0,241,1997
"johnson,aj",69.5,170,4.69,7.0,31.0,108.0,4.03,0.0,,0,1997
"garnes,sa",75.1,225,4.78,14.0,30.5,102.0,4.38,0.0,136.0,106,1997
"hewitt,ch",71.9,212,4.78,10.0,,,,0.0,,0,1997
"mccullough,ge",70.0,187,4.5,8.0,36.5,114.0,4.07,0.0,143.0,40,1997
"vance,er",74.0,215,4.62,18.0,38.5,125.0,4.33,0.0,,0,1997
"madison,sa",71.1,181,4.61,8.0,36.5,119.0,4.16,0.0,44.0,173,1997
"harris,ke",73.9,204,4.75,8.0,39.0,124.0,4.24,0.0,,0,1997
"allen,er",72.0,205,4.78,,34.0,116.0,4.22,0.0,,0,1997
"woodson,se",72.6,214,4.83,18.0,32.5,119.0,4.3,0.0,153.0,0,1997
"parker,ja",71.8,192,4.82,21.0,34.0,117.0,4.5,0.0,,0,1997
"gray,to",71.6,203,4.5,22.0,,,,0.0,49.0,25,1997
"mack,tr",71.9,200,4.54,,35.0,123.0,4.19,0.0,111.0,44,1997
"walker,de",72.9,186,4.55,13.0,29.5,105.0,4.31,0.0,75.0,134,1997
"banks,an",70.0,203,4.66,18.0,36.0,117.0,4.41,0.0,113.0,24,1997
"capers,by",73.0,202,4.66,14.0,31.0,116.0,4.44,0.0,225.0,0,1997
"wheaton,ke",69.6,189,4.76,8.0,32.0,108.0,4.23,0.0,94.0,22,1997
"williams,ja",72.6,204,4.6,11.0,38.0,123.0,4.15,0.0,132.0,35,1997
"wimberly,ma",71.5,204,4.6,9.0,31.5,114.0,4.47,0.0,133.0,6,1997
"austin,ra",70.6,190,4.8,12.0,32.5,111.0,4.05,0.0,145.0,43,1997
"knight,to",71.3,196,4.5,19.0,35.5,118.0,4.17,0.0,9.0,73,1997
"mccleon,de",70.4,198,4.53,14.0,35.0,117.0,4.14,0.0,40.0,148,1997
"mctyer,ti",71.0,181,4.58,7.0,31.0,108.0,4.35,0.0,,0,1997
"richardson,da",73.5,210,4.66,17.0,37.0,124.0,3.98,0.0,165.0,77,1998
"suttle,ja",70.0,185,4.54,,36.5,120.0,3.87,0.0,,0,1998
"johnson,ga",71.1,188,4.5,7.0,33.0,110.0,4.18,0.0,,0,1998
"mcquarters,ro",69.6,193,4.5,13.0,35.5,120.0,4.19,0.0,,0,1998
"lee,ll",73.4,207,4.58,18.0,33.5,117.0,3.93,0.0,,0,1998
"sidney,da",72.4,188,4.5,,39.0,122.0,4.09,0.0,77.0,50,1998
"williams,ke",71.3,190,4.52,,,121.0,3.98,0.0,87.0,43,1998
"brown,er",72.3,208,4.53,12.0,40.5,125.0,4.06,0.0,61.0,97,1998
"townsend,tr",69.3,179,4.59,10.0,38.0,116.0,3.95,0.0,,0,1998
"hawkins,ar",70.4,193,4.45,,37.0,135.0,3.78,0.0,43.0,122,1998
"criss,sh",69.9,183,4.54,9.0,34.5,,,0.0,,0,1998
"blackmon,ro",72.8,179,4.56,11.0,32.5,115.0,,0.0,121.0,20,1998
"williams,gr",70.6,191,4.78,15.0,35.5,110.0,4.07,0.0,,0,1998
"chavous,co",71.8,204,4.55,15.0,39.5,120.0,3.96,0.0,33.0,171,1998
"williams,sh",73.4,211,4.48,,33.5,122.0,4.25,0.0,24.0,104,1998
"serwanga,ka",71.0,198,4.6,24.0,35.0,120.0,4.07,0.0,,0,1998
"alexander,ja",70.8,200,4.48,,32.5,113.0,4.24,0.0,185.0,0,1998
"reese,iz",74.1,193,4.54,13.0,39.5,133.0,4.06,0.0,188.0,93,1998
"settles,ta",74.4,191,4.58,,32.5,113.0,4.04,0.0,,0,1998
"mcdonald,ra",71.9,195,4.48,,35.5,115.0,4.04,0.0,80.0,32,1998
"hamilton,ka",70.9,212,4.87,15.0,33.0,110.0,4.15,0.0,,0,1998
"oneal,he",73.9,192,4.62,8.0,39.0,120.0,4.09,0.0,,0,1998
"frost,sc",74.8,219,4.62,,34.5,115.0,,0.0,67.0,59,1998
"starks,du",70.0,170,4.4,,38.0,127.0,,0.0,10.0,97,1998
"sutter,ry",73.1,203,4.61,17.0,33.5,120.0,4.13,0.0,133.0,1,1998
"artmore,ro",71.8,216,4.6,8.0,38.5,122.0,4.27,0.0,,0,1998
"jones,te",73.3,214,4.43,,38.5,120.0,3.94,0.0,22.0,109,1998
"black,ry",70.0,192,4.72,13.0,35.5,115.0,4.06,0.0,,0,1998
"cooks,ke",71.1,198,4.58,15.0,33.5,116.0,4.05,0.0,144.0,9,1998
"love,cl",70.9,186,4.4,,38.0,122.0,3.96,0.0,116.0,31,1998
"taylor,co",71.8,192,4.46,18.0,37.5,121.0,4.21,0.0,57.0,13,1998
"winfield,an",68.6,176,4.41,,37.0,122.0,3.95,0.0,23.0,191,1999
"neasman,ge",69.6,186,4.67,10.0,31.5,112.0,4.41,0.0,,0,1999
"watson,ch",73.0,191,4.34,18.0,37.0,124.0,3.86,0.0,67.0,58,1999
"bailey,ch",71.8,184,4.28,,37.0,121.0,3.79,1.0,7.0,215,1999
"talton,ty",71.6,202,4.62,17.0,39.0,117.0,4.0,0.0,137.0,12,1999
"coady,ri",72.6,210,4.56,20.0,36.0,117.0,3.88,0.0,68.0,83,1999
"fisher,ch",71.9,182,4.49,10.0,38.0,119.0,4.16,0.0,33.0,1,1999
"moore,da",71.1,209,4.6,21.0,35.0,118.0,4.22,0.0,128.0,54,1999
"bryant,fe",70.0,183,4.5,,35.5,115.0,4.06,0.0,26.0,112,1999
"mallard,de",69.6,186,4.51,10.0,35.5,117.0,4.25,0.0,,0,1999
"edwards,an",72.3,210,4.46,,38.0,123.0,3.96,0.0,25.0,71,1999
"miranda,pa",69.9,180,4.41,11.0,40.5,124.0,4.1,0.0,96.0,16,1999
"perry,ja",72.9,200,4.61,17.0,36.5,121.0,4.23,0.0,104.0,36,1999
"terry,my",74.0,203,4.72,21.0,35.0,117.0,4.16,0.0,,0,1999
"brooks,ke",69.0,169,4.34,,36.0,119.0,3.86,0.0,,0,1999
"freedman,mi",73.0,217,4.65,7.0,38.5,125.0,,0.0,,0,1999
"love,ma",68.6,164,4.49,,35.5,123.0,4.09,0.0,,0,1999
"kanu,so",71.0,193,4.69,14.0,35.0,115.0,4.21,0.0,,0,1999
"weathers,an",71.9,189,4.67,,32.0,119.0,4.03,0.0,205.0,10,1999
"mccutcheon,da",68.8,180,4.52,13.0,36.0,117.0,4.35,0.0,62.0,103,1999
"craft,ja",69.6,178,4.53,14.0,37.5,113.0,4.2,0.0,160.0,148,1999
"bly,dr",69.9,186,4.51,,34.5,116.0,4.09,0.0,41.0,167,1999
"edwards,er",71.3,180,4.68,10.0,34.0,112.0,4.27,0.0,,0,1999
"hall,co",71.8,202,4.52,17.0,36.0,115.0,4.29,0.0,65.0,87,1999
"ray,ma",70.5,206,4.61,,35.5,111.0,4.19,0.0,,0,1999
"cook,ra",71.0,197,4.84,13.0,36.0,121.0,4.3,0.0,184.0,47,1999
"joseph,ga",72.4,212,4.57,17.0,32.0,107.0,4.32,0.0,,0,1999
"thigpen,er",72.1,198,4.76,14.0,35.0,114.0,4.26,0.0,200.0,0,1999
"mckenzie,mi",73.0,191,4.58,,34.0,115.0,4.11,0.0,87.0,138,1999
"rhinehart,ja",70.4,187,4.59,,34.0,120.0,4.11,0.0,,0,1999
"graham,ma",71.0,207,4.44,21.0,35.0,117.0,3.86,0.0,,0,1999
"george,to",70.4,198,4.65,15.0,36.5,116.0,4.24,0.0,91.0,31,1999
"holland,an",69.1,181,4.41,14.0,34.0,112.0,,0.0,,0,1999
"jackson,de",71.6,196,4.64,10.0,36.0,115.0,4.06,0.0,113.0,118,1999
"ware,br",73.9,207,4.53,18.0,37.0,116.0,4.25,0.0,114.0,0,1999
"mitchell,do",69.8,187,4.51,24.0,37.0,118.0,4.08,0.0,117.0,44,1999
"thompson,ri",71.9,181,4.73,15.0,36.0,118.0,4.32,0.0,,0,1999
"washington,ma",73.8,219,4.65,16.0,37.0,117.0,4.44,0.0,180.0,0,1999
"mcalister,ch",73.1,206,4.53,,38.0,121.0,4.08,0.0,10.0,137,1999
"johnson,pa",74.0,207,4.71,16.0,35.0,117.0,4.32,0.0,155.0,0,1999
"gustin,bi",73.0,192,4.38,15.0,37.0,121.0,3.99,0.0,,0,1999
"hatcher,ar",72.4,215,4.62,,36.0,119.0,4.2,0.0,194.0,4,1999
"shields,sc",76.1,228,4.55,23.0,35.0,120.0,4.06,0.0,59.0,26,1999
"carty,jo",73.0,192,4.58,12.0,40.0,126.0,4.15,0.0,126.0,61,1999
"moronkola,de",69.3,204,4.46,17.0,33.5,111.0,4.12,0.0,242.0,0,1999
"vinson,fr",70.6,177,4.39,14.0,36.0,121.0,4.17,0.0,47.0,16,1999
"parker,an",72.6,197,4.39,8.0,31.0,113.0,4.27,0.0,99.0,21,1999
"cummings,ch",68.3,186,4.47,21.0,34.5,124.0,4.14,0.0,,0,1999
"bray,ja",70.0,185,4.49,,33.0,113.0,4.35,0.0,,0,1999
"codie,ni",75.0,207,4.57,17.0,34.0,121.0,4.2,0.0,,0,1999
"jones,je",67.6,180,4.51,12.0,38.5,116.0,3.96,0.0,162.0,3,1999
"prioleau,pi",69.9,191,4.57,18.0,42.0,130.0,3.97,0.0,110.0,160,1999
"smith,ma",74.4,218,4.6,,39.5,130.0,4.12,0.0,76.0,46,1999
"beckett,ro",73.5,207,4.64,15.0,39.5,119.0,4.29,0.0,43.0,71,2000
"edwards,ma",72.1,191,4.46,32.0,32.5,120.0,4.55,0.0,180.0,73,2000
"larrimore,ka",71.1,190,4.44,,34.0,125.0,,0.0,109.0,19,2000
"howell,et",71.0,186,4.56,16.0,,,4.13,0.0,250.0,0,2000
"grant,de",73.8,209,4.5,15.0,,,,0.0,57.0,176,2000
"carter,ty",67.6,190,4.53,16.0,41.0,121.0,4.19,0.0,118.0,158,2000
"webster,ja",69.1,180,4.46,17.0,35.5,122.0,3.98,0.0,48.0,90,2000
"bartee,wi",73.0,192,4.43,,38.5,124.0,3.99,0.0,54.0,87,2000
"harris,an",69.1,186,4.37,16.0,39.0,121.0,4.01,0.0,187.0,52,2000
"cox,re",71.4,192,4.72,13.0,38.0,111.0,,0.0,,0,2000
"gamble,tr",69.3,186,4.58,21.0,37.0,124.0,3.9,0.0,,0,2000
"grant,la",70.8,188,4.66,16.0,32.0,117.0,4.3,0.0,,0,2000
"vaughn,da",70.9,196,4.55,14.0,36.5,121.0,4.16,0.0,211.0,48,2000
"johnson,er",72.0,215,4.63,12.0,38.0,121.0,4.17,0.0,,0,2000
"scott,to",70.3,193,4.55,11.0,34.0,116.0,4.24,0.0,179.0,23,2000
"franz,to",73.0,199,4.55,14.0,,,,0.0,145.0,46,2000
"gray,br",73.3,214,4.95,19.0,33.5,116.0,4.24,0.0,,0,2000
"byrd,da",71.4,202,4.55,14.0,36.0,117.0,4.39,0.0,,0,2000
"brown,mi",69.9,204,4.6,14.0,36.0,116.0,4.01,0.0,39.0,116,2000
"charlton,ik",71.1,205,4.47,16.0,,126.0,,0.0,52.0,53,2000
"anderson,ra",74.4,206,4.59,,34.0,123.0,4.15,0.0,23.0,27,2000
"sanders,le",73.0,202,4.5,10.0,37.0,116.0,,0.0,95.0,97,2000
"shepherd,ja",73.5,195,4.55,5.0,35.0,120.0,,0.0,62.0,30,2000
"bowen,ma",73.1,201,4.51,12.0,33.0,115.0,4.09,0.0,198.0,77,2000
"macklin,da",68.6,194,4.56,,37.5,120.0,4.09,0.0,91.0,120,2000
"morris,ar",69.4,211,4.56,24.0,,,,0.0,135.0,51,2000
"curry,se",73.5,197,4.47,,39.0,125.0,3.94,0.0,,0,2000
"cooper,as",70.3,208,4.69,16.0,,117.0,,0.0,,0,2000
"freeman,ar",72.4,188,4.58,14.0,35.5,124.0,4.38,0.0,152.0,74,2000
"wheeler,da",68.6,179,4.56,11.0,35.0,115.0,4.27,0.0,203.0,5,2000
"keck,ti",73.3,200,4.58,15.0,36.5,120.0,4.31,0.0,,0,2000
